General Input/Output section (file.cio):                                        
2024/8/23 0:00:00 ARCGIS-SWAT interface AV                                      
                                                                                


 Year  Day Step  FLOWm^3/s    SEDmg/L   ORGNmg/L   ORGPmg/L    NO3mg/L    NH3mg/L    NO2mg/L   MINPmg/L   CBODmg/L  DISOXmg/L   CHLAug/L SOLPSTmg/L SORPSTmg/L  BACTPct/L BACTLPct/LCMETAL1mg/LCMETAL2mg/LCMETAL3mg/L   TEMPdegC
 2012    1      0  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2012    2      0  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2012    3      0  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2012    4      0  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
 2012    5      0  0.381E+00  0.411E+00  0.879E+01  0.229E+01  0.416E+01  0.250E+00  0.794E-02  0.174E+00  0.313E+02  0.482E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.601E+01
 2012    6      0  0.548E+01  0.538E+02  0.893E+02  0.247E+02  0.435E+00  0.670E+01  0.942E-01  0.132E+01  0.719E+03  0.891E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.774E+01
 2012    7      0  0.506E+01  0.624E+02  0.850E+02  0.215E+02  0.118E+00  0.137E+02  0.165E+00  0.365E+01  0.212E+03  0.891E-01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.841E+01
 2012    8      0  0.354E+01  0.437E+02  0.696E+02  0.158E+02  0.847E-01  0.206E+02  0.471E+00  0.723E+01  0.520E+02  0.110E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.976E+01
 2012    9      0  0.248E+01  0.409E+02  0.559E+02  0.113E+02  0.118E+00  0.249E+02  0.863E+00  0.102E+02  0.132E+02  0.188E+01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.106E+02
 2012   10      0  0.165E+01  0.272E+02  0.435E+02  0.778E+01  0.382E+00  0.277E+02  0.238E+01  0.124E+02  0.298E+01  0.221E+01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.115E+02
